%DAWG J2 VIIRS RSR Release V1 Band M16B
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
M16B     2     0      2593.9950000       -0.0000057       -0.0471113     0.700     1     4403223
M16B     2     0      2610.0000000        0.0000298        0.1710647     0.700     1     4403223
M16B     2     0      2626.0050000        0.0000123       -0.2281353     0.700     1     4403223
M16B     2     0      2642.0000000       -0.0000512        0.3008172     0.700     1     4403223
M16B     2     0      2658.0000000        0.0000364       -0.1243618     0.700     1     4403223
M16B     2     0      2673.9900000        0.0000115       -0.0042778     0.700     1     4403223
M16B     2     0      2690.0050000        0.0000376       -0.0466899     0.700     1     4403223
M16B     2     0      2706.0000000        0.0000299        0.0742929     0.700     1     4403223
M16B     2     0      2721.9950000       -0.0000241       -0.2161939     0.700     1     4403223
M16B     2     0      2738.0050000       -0.0000632       -0.0912247     0.700     1     4403223
M16B     2     0      2754.0000000        0.0000264       -0.1653885     0.700     1     4403223
M16B     2     0      2769.9950000       -0.0000163        0.2527326     0.700     1     4403223
M16B     2     0      2786.0100000       -0.0000046       -0.1638049     0.700     1     4403223
M16B     2     0      2801.9900000       -0.0000214        0.2064213     0.700     1     4403223
M16B     2     0      2817.9950000        0.0000369        0.0100310     0.700     1     4403223
M16B     2     0      2833.9950000        0.0000495        0.2501942     0.700     1     4403223
M16B     2     0      2850.0000000        0.0000501        0.2255632     0.700     1     4403223
M16B     2     0      2866.0050000       -0.0000214        0.0019076     0.700     1     4403223
M16B     2     0      2882.0000000       -0.0000449        0.1956285     0.700     1     4403223
M16B     2     0      2898.0000000        0.0000286        0.0119239     0.700     1     4403223
M16B     2     0      2914.0000000       -0.0000155        0.2529358     0.700     1     4403223
M16B     2     0      2930.0100000        0.0000179        0.2009124     0.700     1     4403223
M16B     2     0      2964.9150000        0.0000607       -0.1404408     0.700     1     4403224
M16B     2     0      3030.0050000       -0.0000188        0.2089543     0.700     1     4403224
M16B     2     0      3095.0300000       -0.0000182        0.1395021     0.700     1     4403224
M16B     2     0      3159.9700000        0.0000326        0.1955200     0.700     1     4403224
M16B     2     0      3224.9950000        0.0000687        0.2335116     0.700     1     4403224
M16B     2     0      3289.9600000        0.0000006       -0.0021389     0.700     1     4403224
M16B     2     0      3354.9900000        0.0000289        0.0882558     0.700     1     4403224
M16B     2     0      3419.9300000        0.0000225        0.0323249     0.700     1     4403224
M16B     2     0      3485.0250000       -0.0000243        0.2008325     0.700     1     4403224
M16B     2     0      3550.0000000        0.0000358        0.3497089     0.700     1     4403224
