%DAWG J2 VIIRS RSR Release V1 Band M15
%Based upon VCST August 7, 2018 RSR Analysis                                                                                                                                           
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017            
%Detector numbering given in "Sensor" order (1st detector in along track direction is assigned #1)
%Bnd    det    SS         wvl_nm             RSR              SNR     SNR_Thresh  QF      UAID                              
M15      2     0      1928.0100000        0.0000214       -0.0456371     0.140     1     4402814
M15      2     0      1943.9950000       -0.0000007        0.0039389     0.140     1     4402814
M15      2     0      1960.0050000        0.0000288        0.0083133     0.140     1     4402814
M15      2     0      1976.0000000       -0.0000129       -0.0109211     0.140     1     4402814
M15      2     0      1992.0100000        0.0000044        0.0093709     0.140     1     4402814
M15      2     0      2008.0000000        0.0000459        0.0551806     0.140     1     4402814
M15      2     0      2023.9900000        0.0000140        0.0007094     0.140     1     4402814
M15      2     0      2039.9950000        0.0000164        0.0137384     0.140     1     4402814
M15      2     0      2055.9800000        0.0000290        0.0351051     0.140     1     4402814
M15      2     0      2072.0050000        0.0000126        0.0261829     0.140     1     4402814
M15      2     0      2088.0000000        0.0000064        0.0623053     0.140     1     4402814
M15      2     0      2104.0000000        0.0000378       -0.0211538     0.140     1     4402814
M15      2     0      2120.0050000        0.0000222       -0.0001375     0.140     1     4402814
M15      2     0      2135.9900000        0.0000168        0.0879561     0.140     1     4402814
M15      2     0      2151.9950000        0.0000290        0.0575537     0.140     1     4402814
M15      2     0      2167.9850000        0.0000081       -0.0504013     0.140     1     4402814
M15      2     0      2184.0050000        0.0000204       -0.0197932     0.140     1     4402814
M15      2     0      2200.0000000        0.0000150       -0.0069820     0.140     1     4402814
M15      2     0      2216.0000000        0.0000100        0.0221205     0.140     1     4402814
M15      2     0      2232.0050000        0.0000282        0.0682828     0.140     1     4402814
M15      2     0      2248.0050000        0.0000237        0.0373199     0.140     1     4402814
M15      2     0      2264.0000000        0.0000463       -0.0130377     0.140     1     4402815
M15      2     0      2280.0050000       -0.0000008       -0.0175573     0.140     1     4402815
M15      2     0      2296.0000000        0.0000312        0.0318173     0.140     1     4402815
M15      2     0      2311.9850000        0.0000426       -0.0539416     0.140     1     4402815
M15      2     0      2327.9950000        0.0000085       -0.0340782     0.140     1     4402815
M15      2     0      2343.9950000       -0.0000095        0.0142129     0.140     1     4402815
M15      2     0      2359.9900000        0.0000026        0.0130824     0.140     1     4402815
M15      2     0      2375.9900000        0.0000296        0.1140509     0.140     1     4402815
M15      2     0      2391.9950000        0.0000045        0.0980041     0.140     1     4402815
