%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band  DNBMGS
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Wavelength data subsampled to reduce number of data points to less than 1000 to meet LUT limits
%Band   wvl_nm         RSR
 DNBM   676.85100   0.9677846
 DNBM   677.40200   0.9689380
 DNBM   677.87800   0.9690538
 DNBM   678.37300   0.9684286
 DNBM   678.88100   0.9669260
 DNBM   679.42200   0.9680428
 DNBM   679.90800   0.9657132
 DNBM   680.68600   0.9684585
 DNBM   681.73600   0.9693636
 DNBM   682.53900   0.9679525
 DNBM   683.62200   0.9673560
 DNBM   684.74100   0.9690665
 DNBM   685.59200   0.9699312
 DNBM   686.69600   0.9683946
 DNBM   687.54200   0.9678180
 DNBM   688.65100   0.9683688
 DNBM   689.51900   0.9696789
 DNBM   690.61100   0.9688322
 DNBM   691.46700   0.9678017
 DNBM   692.59300   0.9672986
 DNBM   693.46100   0.9669313
 DNBM   694.57100   0.9639609
 DNBM   695.46000   0.9595552
 DNBM   696.59200   0.9554281
 DNBM   697.46900   0.9541275
 DNBM   698.62900   0.9525754
 DNBM   699.76800   0.9507667
 DNBM   700.65800   0.9516039
 DNBM   701.78400   0.9568771
 DNBM   702.66000   0.9608250
 DNBM   703.83100   0.9630752
 DNBM   704.72100   0.9651879
 DNBM   705.60800   0.9690373
 DNBM   706.74500   0.9753574
 DNBM   707.61700   0.9765549
 DNBM   708.80500   0.9772724
 DNBM   709.67700   0.9797270
 DNBM   710.81900   0.9842688
 DNBM   711.72400   0.9846685
 DNBM   712.59700   0.9816079
 DNBM   713.74600   0.9797342
 DNBM   714.67000   0.9807481
 DNBM   715.56000   0.9806596
 DNBM   716.75800   0.9770159
 DNBM   717.64900   0.9742616
 DNBM   718.55800   0.9755899
 DNBM   719.73600   0.9789481
 DNBM   720.62000   0.9781631
 DNBM   721.53000   0.9773819
 DNBM   722.69900   0.9760906
 DNBM   723.62800   0.9772982
 DNBM   724.51800   0.9784743
 DNBM   725.72000   0.9742749
 DNBM   726.67800   0.9712815
 DNBM   727.56600   0.9706735
 DNBM   728.81400   0.9713600
 DNBM   729.74500   0.9723820
 DNBM   730.69100   0.9699002
 DNBM   731.53100   0.9674483
 DNBM   732.77900   0.9693808
 DNBM   733.22900   0.9602267
 DNBM   733.65700   0.9723558
 DNBM   733.66400   0.9672741
 DNBM   734.20500   0.9724387
 DNBM   734.63100   0.9722201
 DNBM   735.12900   0.9723291
 DNBM   735.56300   0.9716303
 DNBM   736.11500   0.9706916
 DNBM   736.54400   0.9706277
 DNBM   737.11500   0.9713397
 DNBM   737.78200   0.9731817
