%DAWG J2 VIIRS Band Average "Fused" RSR Release V2 Band      M6
%Based upon VCST 11-13-2018 (V6) analysis (GLAMR) and DAWG V1 release (SpMA)
%Using J2 VIIRS FP-15,-16 RSR Measurements at Raytheon El Segundo, May - October 2017 and GLAMR RSR measurements August 2016
%Band   wvl_nm         RSR
   M6   905.33500   1.5600000E-05
   M6   905.35500   1.7800000E-05
   M6   905.96300   1.4400000E-05
   M6   906.53400   1.6000000E-05
   M6   906.54300   1.5800000E-05
   M6   906.70600   1.5800000E-05
   M6   907.34300   1.3800000E-05
   M6   907.93400   1.7300000E-05
   M6   908.26800   1.5700000E-05
   M6   908.59400   1.8300000E-05
   M6   908.79700   1.8700000E-05
   M6   909.43400   1.5600000E-05
   M6   909.45400   1.5500000E-05
   M6   910.04400   1.6800000E-05
   M6   910.12700   1.6600000E-05
   M6   911.42800   1.7600000E-05
   M6   912.16300   1.8100000E-05
   M6   913.11200   1.8900000E-05
   M6   914.24300   2.3100000E-05
   M6   915.47700   2.1600000E-05
   M6   916.31700   2.1400000E-05
   M6   917.04700   2.1100000E-05
   M6   917.25800   2.2800000E-05
   M6   918.40700   1.9400000E-05
   M6   918.40900   2.0300000E-05
   M6   919.12200   1.9000000E-05
   M6   919.12600   1.8000000E-05
   M6   920.40600   1.6000000E-05
   M6   921.19100   1.5700000E-05
   M6   922.15100   1.6100000E-05
   M6   923.34100   1.5200000E-05
   M6   924.60500   1.2300000E-05
   M6   925.41100   1.0600000E-05
   M6   927.60300   1.0000000E-05
   M6   928.37100   8.2000000E-06
   M6   929.69000   8.3000000E-06
   M6   930.56100   8.2000000E-06
   M6   935.49600   7.8000000E-06
   M6   936.30700   7.5000000E-06
   M6   938.32800   8.8000000E-06
   M6   939.14200   7.8000000E-06
   M6   940.11000   9.6000000E-06
   M6   941.38100   1.0600000E-05
   M6   942.12700   1.1000000E-05
   M6   943.45800   1.1500000E-05
   M6   944.27100   1.4100000E-05
   M6   945.16800   1.3600000E-05
   M6   946.45800   1.5000000E-05
   M6   947.29100   1.5200000E-05
   M6   948.31100   1.5700000E-05
   M6   949.38600   1.5400000E-05
   M6   949.52100   1.9300000E-05
   M6   949.63800   1.9200000E-05
   M6   950.32700   2.1000000E-05
   M6   950.35000   1.9200000E-05
   M6   950.97500   2.1600000E-05
   M6   951.05100   2.1700000E-05
   M6   951.11100   2.0900000E-05
   M6   951.81800   2.3900000E-05
   M6   952.40700   2.4600000E-05
   M6   952.42500   2.6000000E-05
   M6   952.58500   2.6200000E-05
   M6   953.26300   2.7900000E-05
   M6   953.91400   2.9200000E-05
   M6   954.25300   2.9800000E-05
   M6   954.26500   2.9600000E-05
   M6   954.68700   3.2400000E-05
   M6   954.92200   3.3700000E-05
   M6   955.51800   3.5900000E-05
   M6   955.58500   3.6700000E-05
   M6   956.21200   3.7200000E-05
   M6   956.32300   3.8000000E-05
   M6   956.94400   4.3400000E-05
   M6   957.07800   4.4800000E-05
   M6   957.16900   4.5300000E-05
   M6   957.37300   4.7900000E-05
   M6   957.78700   4.9400000E-05
   M6   958.07400   5.2000000E-05
   M6   958.15200   4.9500000E-05
   M6   958.51400   5.4900000E-05
   M6   958.53100   5.5500000E-05
   M6   958.53900   5.6400000E-05
   M6   958.54000   5.5700000E-05
   M6   959.21700   6.2300000E-05
   M6   959.22400   6.3700000E-05
   M6   959.23200   6.2900000E-05
   M6   959.30000   6.5100000E-05
   M6   959.52000   6.8900000E-05
   M6   960.18200   7.9700000E-05
   M6   960.22300   7.9100000E-05
   M6   960.86500   9.5600000E-05
   M6   961.20000   0.0001030
   M6   961.22800   0.0001041
   M6   961.68000   0.0001190
   M6   962.38700   0.0001436
   M6   962.41200   0.0001455
   M6   962.71900   0.0001608
   M6   963.17600   0.0001851
   M6   963.50200   0.0002016
   M6   963.87200   0.0002270
   M6   964.18300   0.0002475
   M6   964.23600   0.0002480
   M6   964.82200   0.0002905
   M6   965.50300   0.0003319
   M6   965.55200   0.0003301
   M6   966.14800   0.0003640
   M6   966.37800   0.0003669
   M6   966.39700   0.0003712
   M6   966.99700   0.0003879
   M6   967.39200   0.0004037
   M6   967.79000   0.0004320
   M6   967.85700   0.0004426
   M6   968.54100   0.0005731
   M6   968.55400   0.0005749
   M6   968.59600   0.0005927
   M6   968.84900   0.0006738
   M6   968.88200   0.0006828
   M6   969.51400   0.0009372
   M6   969.52500   0.0009310
   M6   969.59800   0.0009535
   M6   970.19600   0.0012410
   M6   970.27400   0.0012777
   M6   970.86800   0.0015029
   M6   970.98100   0.0015441
   M6   971.68800   0.0010420
   M6   971.69100   0.0009329
   M6   971.80600   0.0007671
   M6   972.50100   0.0002611
   M6   972.59400   0.0002296
   M6   972.82500   0.0001835
   M6   973.29100   0.0001231
   M6   973.62200   9.8200000E-05
   M6   973.98600   8.0700000E-05
   M6   974.28100   7.0100000E-05
   M6   974.39000   6.6000000E-05
   M6   974.98000   5.3900000E-05
   M6   975.62400   4.3800000E-05
   M6   975.67800   4.3400000E-05
   M6   975.73000   4.2500000E-05
   M6   976.40700   3.6700000E-05
   M6   976.48300   3.5300000E-05
   M6   977.11200   3.3700000E-05
   M6   977.31600   3.1000000E-05
   M6   977.38300   3.0500000E-05
   M6   977.97900   2.5700000E-05
   M6   978.32600   2.7200000E-05
   M6   978.40600   2.8200000E-05
   M6   978.78400   2.7300000E-05
   M6   979.14500   2.4500000E-05
   M6   979.16100   2.3500000E-05
   M6   979.76900   2.3100000E-05
   M6   980.43200   2.3000000E-05
   M6   980.50800   2.1600000E-05
   M6   981.33100   2.1300000E-05
   M6   982.41800   1.8700000E-05
   M6   983.60300   1.7000000E-05
   M6   984.38000   1.8600000E-05
   M6   985.35700   1.7100000E-05
   M6   986.34400   1.9600000E-05
   M6   988.46700   1.6800000E-05
   M6   989.28700   1.8000000E-05
   M6   990.26700   1.6900000E-05
   M6   991.65500   1.7800000E-05
